EMPRESA (SIGLA),MÊS,AEROPORTO DE ORIGEM (UF),AEROPORTO DE DESTINO (REGIÃO),ORDER
AZU,2,SP,SUDESTE,17876
AZU,2,SP,NORDESTE,7284
AZU,2,SP,NORDESTE,4216
AZU,2,SP,NORDESTE,7996
AZU,2,SP,SUDESTE,173
AZU,2,RN,SUDESTE,7200
AZU,2,RN,NORDESTE,389
AZU,2,RN,SUDESTE,55080
AZU,2,RN,NORDESTE,267
AZU,2,RN,NORDESTE,1335
AZU,2,RN,NORDESTE,29103
AZU,2,RN,SUDESTE,8068
AZU,2,MT,CENTRO-OESTE,11844
AZU,2,MT,SUDESTE,22890
AZU,2,MA,NORTE,2940
AZU,2,MA,SUDESTE,94750
AZU,2,MA,NORDESTE,9700
AZU,2,MA,NORDESTE,51643
AZU,2,RS,SUL,4410
AZU,2,PA,NORTE,710
AZU,2,PA,NORTE,26270
AZU,2,PA,CENTRO-OESTE,1673
AZU,2,PA,SUDESTE,2245
AZU,2,PA,SUDESTE,2245
AZU,2,PA,NORTE,15314
AZU,2,PA,SUDESTE,7299
AZU,2,PA,NORDESTE,
AZU,2,PA,NORTE,0
AZU,2,MT,CENTRO-OESTE,7497
AZU,2,SP,SUDESTE,53448
AZU,2,SP,SUDESTE,360
AZU,2,SP,SUDESTE,1440
AZU,2,SP,SUDESTE,84
AZU,2,SP,NORDESTE,11240
AZU,2,SP,NORDESTE,225674
AZU,2,SP,SUDESTE,366
AZU,2,SP,SUDESTE,66978
AZU,2,SP,NORDESTE,50320
AZU,2,SP,CENTRO-OESTE,912
AZU,2,SP,CENTRO-OESTE,22800
AZU,2,SP,SUDESTE,1014
AZU,2,SP,SUDESTE,26702
AZU,2,SP,NORDESTE,7700
AZU,2,SP,NORDESTE,4768
AZU,2,SP,NORDESTE,8400
AZU,2,BA,SUDESTE,1918
AZU,2,BA,SUDESTE,98777
AZU,2,BA,SUL,
AZU,2,BA,SUDESTE,1218
AZU,2,BA,SUDESTE,2916
AZU,2,BA,SUDESTE,154548
AZU,2,BA,NORDESTE,20050
AZU,2,BA,NORDESTE,649
AZU,2,BA,NORDESTE,64900
AZU,2,BA,SUDESTE,1224
AZU,2,BA,SUDESTE,63648
AZU,2,BA,SUDESTE,50320
AZU,2,BA,NORDESTE,0
AZU,2,BA,NORDESTE,8568
AZU,2,BA,SUDESTE,844
AZU,2,PI,SUDESTE,2080
AZU,2,PI,SUDESTE,94208
AZU,2,PI,NORDESTE,1080
AZU,2,PI,NORDESTE,540
AZU,2,PI,NORDESTE,3748
AZU,2,PI,NORDESTE,46850
AZU,2,AM,NORTE,
AZU,2,AM,NORTE,10548
AZU,2,MS,SUDESTE,5852
AZU,2,AM,NORTE,27625
AZU,2,AM,NORTE,0
AZU,2,RS,SUL,5660
AZU,2,MG,SUDESTE,40406
AZU,2,MG,SUDESTE,472
AZU,2,MG,SUDESTE,45784
AZU,2,MG,NORDESTE,6788
AZU,2,MG,NORDESTE,6036
AZU,2,MG,NORDESTE,8048
AZU,2,MG,NORDESTE,7476
AZU,2,MG,NORDESTE,8068
AZU,2,MG,SUDESTE,0
AZU,2,MG,SUDESTE,10450
AZU,2,MG,SUDESTE,102
AZU,2,BA,SUDESTE,15425
AZU,2,BA,SUDESTE,14469
AZU,2,BA,NORDESTE,997
AZU,2,BA,NORDESTE,8211
AZU,2,BA,NORDESTE,0
AZU,2,ES,SUDESTE,391
AZU,2,ES,SUDESTE,36363
AZU,2,ES,SUDESTE,3080
AZU,2,ES,SUDESTE,96250
AZU,2,ES,SUDESTE,836
AZU,2,ES,SUDESTE,10868
AZU,2,ES,SUDESTE,0
AZU,2,MG,SUDESTE,10120
AZU,2,MG,SUDESTE,0
AZU,2,BA,SUDESTE,16920
AZU,2,BA,SUDESTE,6630
AZU,2,GO,SUDESTE,699
AZU,2,GO,SUDESTE,13980
AZU,3, FLORIDA,SP,746209
AZU,3, FLORIDA,SP,312651
AZU,3, GEORGIA, NEW MEXICO,0
AZU,3,,SUDESTE,7928
AZU,3,,NORTE,5504
AZU,3,,NORTE,2752
AZU,3,,SUDESTE,
AZU,3,SP,SUDESTE,
AZU,3,SP,SUDESTE,8360
AZU,3,SP,NORDESTE,1226
AZU,3,SP,SUDESTE,153
AZU,3,SE,NORDESTE,0
AZU,3,SE,SUDESTE,1711
AZU,3,SE,SUDESTE,18821
AZU,3,SE,NORDESTE,36828
AZU,3,MT,CENTRO-OESTE,0
AZU,3,MT,CENTRO-OESTE,9645
AZU,3,SP,SUDESTE,0
AZU,3,SP,SUDESTE,15086
AZU,3,PA,NORTE,0
AZU,3,PA,CENTRO-OESTE,1612
AZU,3,PA,NORTE,1437
AZU,3,PA,NORTE,24429
AZU,3,PA,SUDESTE,123133
AZU,3,PA,NORTE,11592
AZU,3,PA,NORTE,2598
AZU,3,PA,NORTE,40269
AZU,3,PA,NORDESTE,39760
AZU,3,PA,NORTE,14040
AZU,3,PA,NORDESTE,8550
AZU,3,PA,SUDESTE,2409
AZU,3,PA,SUDESTE,127677
AZU,3,PA,NORTE,12572
AZU,3,PA,NORTE,16121
AZU,3,PA,SUL,
AZU,3,PA,NORTE,
AZU,3,PA,NORDESTE,99002
AZU,3,PA,NORDESTE,12250
AZU,3,PA,NORTE,2130
AZU,3,PA,NORTE,40470
AZU,3,MG,SUDESTE,125
AZU,3,MG,SUDESTE,25
AZU,3,MG,SUDESTE,962
AZU,3,DF,CENTRO-OESTE,0
AZU,3,DF,SUDESTE,591
AZU,3,DF,SUDESTE,591
AZU,3,DF,SUDESTE,60282
AZU,3,DF,CENTRO-OESTE,2631
AZU,3,DF,NORTE,1948
AZU,3,DF,SUDESTE,3192
AZU,3,DF,SUDESTE,141246
AZU,3,DF,NORDESTE,76084
AZU,3,DF,SUDESTE,18560
AZU,3,DF,SUDESTE,586
AZU,3,RR,NORTE,4311
AZU,3,RR,NORTE,22992
AZU,3,RR,NORTE,0
AZU,3,RR,SUDESTE,
AZU,3,RR,NORTE,658
AZU,3,RR,NORTE,1974
AZU,3,RR,NORTE,21056
AZU,3,RR,SUDESTE,6456
AZU,3,RR,NORTE,880
AZU,3,PR,SUL,2195
AZU,3,PR,SUDESTE,684
AZU,3,PR,SUDESTE,28728
AZU,3,RJ,SUDESTE,1248
AZU,3,RJ,SUDESTE,454
AZU,3,MG,NORDESTE,1212
AZU,3,MG,NORTE,123133
AZU,3,MG,SUDESTE,125
AZU,3,MG,CENTRO-OESTE,591
AZU,3,MG,CENTRO-OESTE,60873
AZU,3,MG,SUDESTE,1248
AZU,3,MG,SUDESTE,0
AZU,3,MG,NORTE,40925
AZU,3,MG,SUDESTE,722
AZU,3,MG,SUL,5929
AZU,3,MG,CENTRO-OESTE,36720
AZU,3,MG,NORTE,5078
AZU,3,MG,NORTE,5078
AZU,3,MG,SUL,6054
AZU,3,MG,NORDESTE,53882
AZU,3,MG,CENTRO-OESTE,647
AZU,3,MG,CENTRO-OESTE,44643
AZU,3,MG,SUDESTE,497
AZU,3,MG,SUDESTE,48706
AZU,3,MG,SUDESTE,10080
AZU,3,MG,NORDESTE,23219
AZU,3,MG,NORDESTE,30400
AZU,3,MG,NORDESTE,6780
AZU,3,MG,SUDESTE,1497
AZU,3,MG,SUDESTE,499
AZU,3,MG,SUDESTE,106786
AZU,3,MG,NORTE,21853
AZU,3,MG,SUDESTE,21450
AZU,3,MG,NORDESTE,11416
AZU,3,MG,SUL,13620
AZU,3,MG,SUL,28602
AZU,3,MG,NORDESTE,24453
AZU,3,MG,NORDESTE,1608
AZU,3,MG,NORDESTE,184920
AZU,3,MG,SUDESTE,375
AZU,3,MG,SUDESTE,750
AZU,3,MG,SUDESTE,55125
AZU,3,MG,SUDESTE,1724
AZU,3,MG,NORDESTE,7200
AZU,3,MG,NORDESTE,90960
AZU,3,MG,SUDESTE,70740
AZU,3,MG,NORDESTE,108367
AZU,3,MG,SUDESTE,454
AZU,3,MG,SUDESTE,39952
AZU,3,MG,SUDESTE,12958
AZU,3,MG,NORDESTE,16659
AZU,3,MG,SUDESTE,35972
AZU,3,MG,NORDESTE,22842
AZU,3,MG,NORDESTE,9180
AZU,3,MS,CENTRO-OESTE,0
AZU,3,MS,SUL,3180
AZU,3,MS,CENTRO-OESTE,3899
AZU,3,MS,SUDESTE,70380
AZU,3,MS,SUDESTE,1219
AZU,3,SC,SUL,5740
AZU,3,SC,SUDESTE,43260
AZU,3,SC,SUL,
AZU,3,PA,NORTE,11592
AZU,3,PA,SUDESTE,39288
AZU,3,PA,SUDESTE,1356
AZU,3,GO,SUDESTE,6677
AZU,3,RJ,SUDESTE,343
AZU,3,RJ,SUDESTE,361
AZU,3,RJ,SUDESTE,2563
AZU,3,MS,SUDESTE,14160
AZU,3,PR,SUL,2195
AZU,3,PR,SUDESTE,6776
AZU,3,PR,CENTRO-OESTE,3975
AZU,3,PR,SUL,0
AZU,3,PR,CENTRO-OESTE,
AZU,3,PR,SUDESTE,437
AZU,3,PR,SUL,22919
AZU,3,PR,SUDESTE,21540
AZU,3,PR,SUDESTE,349
AZU,3,PR,SUDESTE,1396
