EMPRESA (SIGLA),MES,AEROPORTO DE ORIGEM (UF),AEROPORTO DE DESTINO (REGIAO),ORDER
AZU,1,MG,SUDESTE,11222
AZU,1,MG,CENTRO-OESTE,647
AZU,1,MG,CENTRO-OESTE,54348
AZU,1,MG,SUDESTE,2485
AZU,1,MG,SUDESTE,1491
AZU,1,MG,SUDESTE,74550
AZU,1,MG,SUDESTE,5600
AZU,1,MG,NORDESTE,23219
AZU,1,MG,NORDESTE,20972
AZU,1,MG,SUDESTE,16068
AZU,1,MG,NORDESTE,30400
AZU,1,MG,NORDESTE,24700
AZU,1,MG,NORTE,2148
AZU,1,MG,NORDESTE,38985
AZU,1,MG,NORDESTE,6780
AZU,1,MG,SUDESTE,3992
AZU,1,MG,SUDESTE,9980
AZU,1,MG,SUDESTE,118263
AZU,1,MG,NORTE,1681
AZU,1,MG,SUDESTE,975
AZU,1,MG,SUDESTE,32500
AZU,1,MG,NORDESTE,38529
AZU,1,MG,NORDESTE,18551
AZU,1,MG,NORTE,
AZU,1,MG,SUL,77634
AZU,1,MG,NORDESTE,38874
AZU,1,MG,NORDESTE,45771
AZU,1,MG,NORTE,73920
AZU,1,MG,NORDESTE,70752
AZU,1,MG,NORDESTE,155976
AZU,1,MG,SUDESTE,375
AZU,1,MG,SUDESTE,1125
AZU,1,MG,SUDESTE,64125
AZU,1,MG,SUDESTE,4741
AZU,1,MG,SUDESTE,16378
AZU,1,MG,NORDESTE,1800
AZU,1,MG,NORDESTE,34200
AZU,1,MG,NORDESTE,21600
AZU,1,MG,NORDESTE,49270
AZU,1,MG,SUDESTE,89604
AZU,1,MG,NORDESTE,959
AZU,1,MG,NORDESTE,135219
AZU,1,MG,SUDESTE,454
AZU,1,MG,SUDESTE,49486
AZU,1,MG,SUDESTE,11286
AZU,1,MG,NORDESTE,17893
AZU,1,MG,SUDESTE,2421
AZU,1,MG,SUDESTE,5083
AZU,1,MG,SUDESTE,56304
AZU,1,MG,NORDESTE,18612
AZU,1,MG,NORDESTE,13260
AZU,1,MG,NORDESTE,3524
AZU,1,MS,SUDESTE,29146
AZU,1,MS,SUL,23055
AZU,1,MS,CENTRO-OESTE,24508
AZU,1,MS,CENTRO-OESTE,204
AZU,1,MS,SUDESTE,3312
AZU,1,MS,SUDESTE,59616
AZU,1,MS,SUL,
AZU,1,MS,NORDESTE,1704
AZU,1,MS,NORDESTE,1704
AZU,1,MS,SUDESTE,
AZU,1,SC,SUL,20090
AZU,1,SC,SUDESTE,
AZU,1,SC,SUDESTE,721
AZU,1,SC,SUDESTE,36050
AZU,1,SC,SUL,350
AZU,1,SC,SUDESTE,
AZU,1,PA,NORTE,11592
AZU,1,PA,SUDESTE,1637
AZU,1,PA,SUDESTE,40925
AZU,1,PA,NORTE,127
AZU,1,GO,SUDESTE,4256
AZU,1,GO,SUDESTE,4788
AZU,1,GO,SUDESTE,5463
AZU,1,RJ,SUDESTE,4935
AZU,1,MS,CENTRO-OESTE,5859
AZU,1,MS,SUDESTE,
AZU,1,PR,SUL,439
AZU,1,PR,SUL,23706
AZU,1,PR,SUDESTE,26257
AZU,1,PR,CENTRO-OESTE,3975
AZU,1,PR,CENTRO-OESTE,
AZU,1,PR,SUL,13858
AZU,1,PR,SUL,42640
AZU,1,PR,SUL,246
AZU,1,PR,SUDESTE,673
AZU,1,PR,SUDESTE,1346
AZU,1,PR,SUDESTE,1436
AZU,1,PR,SUDESTE,38054
AZU,1,PR,SUDESTE,1047
AZU,1,PR,SUDESTE,75035
AZU,1,PR,SUL,6552
AZU,1,PR,SUL,32445
AZU,1,PR,SUL,31929
AZU,1,PR,SUL,159
AZU,1,PR,SUL,71022
AZU,1,PR,SUL,9000
AZU,1,PR,NORDESTE,1455
AZU,1,PR,NORDESTE,5820
AZU,1,PR,SUDESTE,1352
AZU,1,PR,SUDESTE,38532
AZU,1,PR,SUDESTE,509
AZU,1,PR,SUDESTE,12216
AZU,1,PR,SUDESTE,331
AZU,1,PR,SUL,11625
AZU,1,PR,SUDESTE,
AZU,1,RS,SUDESTE,19950
AZU,1,MT,CENTRO-OESTE,19290
AZU,1,MT,CENTRO-OESTE,23679
AZU,1,MT,CENTRO-OESTE,3200
AZU,1,MT,SUDESTE,1360
AZU,1,MT,SUDESTE,35360
AZU,1,MT,SUDESTE,36720
AZU,1,MT,CENTRO-OESTE,37876
AZU,1,MT,SUL,
AZU,1,MT,SUDESTE,1567
AZU,1,MT,CENTRO-OESTE,47680
AZU,1,MT,SUDESTE,178220
AZU,1,MT,NORTE,817
AZU,1,MT,NORTE,22059
AZU,1,MT,SUDESTE,7482
AZU,1,MT,SUDESTE,149640
AZU,1,MT,SUL,1001
AZU,1,MT,SUL,27027
AZU,1,MT,SUL,
AZU,1,MT,NORDESTE,12761
AZU,1,MT,NORTE,1145
AZU,1,MT,NORTE,34350
AZU,1,MT,NORDESTE,9804
AZU,1,MT,NORDESTE,29412
AZU,1,MT,SUDESTE,
AZU,1,MT,SUDESTE,1070
AZU,1,MT,CENTRO-OESTE,6069
AZU,1,MT,SUDESTE,18240
AZU,1,MT,SUDESTE,1824
AZU,1,MT,NORTE,16200
AZU,1,MT,NORTE,19214
AZU,1,MT,CENTRO-OESTE,23265
AZU,1,MS,SUDESTE,21538
AZU,1,SP,SUDESTE,898
AZU,1,SP,SUDESTE,32777
AZU,1,SP,NORDESTE,11544
AZU,1,MS,SUDESTE,805
AZU,1,MS,SUDESTE,1610
AZU,1,MS,SUDESTE,25760
AZU,1,MS,SUL,408
AZU,1,AM,NORTE,1299
AZU,1,AM,NORTE,37671
AZU,1,AM,NORTE,20398
AZU,1,AM,CENTRO-OESTE,1467
AZU,1,AM,SUDESTE,80910
AZU,1,AM,SUDESTE,13100
AZU,1,AM,SUDESTE,214840
AZU,1,AM,NORTE,1237
AZU,1,AM,NORTE,47182
AZU,1,AM,NORDESTE,96458
AZU,1,AM,NORDESTE,70925
AZU,1,AM,NORTE,15314
AZU,1,AM,NORTE,6760
AZU,1,AM,NORTE,33150
AZU,1,BA,NORDESTE,2516
AZU,1,PR,SUL,533
AZU,1,PR,SUL,13858
AZU,1,PR,SUL,41574
AZU,1,PR,SUL,18990
AZU,1,PR,SUDESTE,30420
AZU,1,PR,SUDESTE,799
AZU,1,PR,SUDESTE,1598
AZU,1,PR,SUDESTE,24769
AZU,1,PR,SUL,7787
AZU,1,PR,SUL,18197
AZU,1,SC,SUDESTE,27243
AZU,1,SC,SUL,18860
AZU,1,SC,SUL,18357
AZU,1,SC,SUDESTE,759
AZU,1,SC,SUDESTE,58710
AZU,1,SC,SUDESTE,11836
AZU,1,SC,SUDESTE,47344
AZU,1,SC,SUL,39930
AZU,1,SC,SUL,4888
AZU,1,SC,NORDESTE,4752
AZU,1,SC,SUDESTE,19682
AZU,1,SC,SUDESTE,1462
AZU,1,SC,,43131
AZU,1,PE,NORDESTE,2745
AZU,1,PE,NORDESTE,48312
AZU,1,PE,NORDESTE,3501
AZU,1,CE,NORTE,1136
AZU,1,CE,NORTE,30672
AZU,1,CE,SUDESTE,1858
AZU,1,CE,SUDESTE,63172
AZU,1,CE,NORTE,31070
AZU,1,CE,SUDESTE,11735
AZU,1,CE,SUDESTE,265211
AZU,1,CE,SUDESTE,34950
AZU,1,CE,SUDESTE,135140
AZU,1,CE,NORDESTE,627
AZU,1,CE,NORDESTE,1254
AZU,1,CE,NORDESTE,87780
AZU,1,CE,,7236
AZU,1,RJ,CENTRO-OESTE,914
AZU,1,RJ,SUDESTE,724
AZU,1,RJ,SUDESTE,1086
AZU,1,RJ,SUDESTE,11222
AZU,1,RJ,SUDESTE,235
AZU,1,RJ,SUL,673
AZU,1,RJ,SUL,759
AZU,1,RJ,NORDESTE,2177
AZU,1,RJ,CENTRO-OESTE,928
AZU,1,RJ,SUDESTE,674
AZU,1,RJ,SUDESTE,2786
AZU,1,RJ,SUDESTE,1592
AZU,1,RJ,SUDESTE,39402
AZU,1,RJ,SUDESTE,3220
AZU,1,RJ,SUL,1122
AZU,1,RJ,SUL,1122
AZU,1,RJ,NORDESTE,832
AZU,1,RJ,NORDESTE,53911
AZU,1,RJ,NORDESTE,156156
AZU,1,RJ,SUDESTE,56
AZU,1,RJ,SUDESTE,11044
AZU,1,RJ,SUDESTE,5984
AZU,1,RJ,SUDESTE,360
AZU,1,RJ,SUDESTE,360
AZU,1,RJ,SUDESTE,3385
AZU,1,RJ,SUDESTE,417
AZU,1,GO,CENTRO-OESTE,2792
AZU,1,GO,SUDESTE,73111
AZU,1,GO,CENTRO-OESTE,32035
AZU,1,GO,SUDESTE,809
AZU,1,GO,SUDESTE,52585
AZU,1,GO,SUDESTE,742
AZU,1,GO,SUDESTE,80878
AZU,1,GO,NORDESTE,1655
AZU,1,GO,NORDESTE,6620
AZU,1,GO,NORTE,711
AZU,1,GO,NORTE,23463
AZU,1,GO,NORDESTE,3243
AZU,1,GO,NORDESTE,8648
AZU,1,GO,NORDESTE,7268
AZU,1,GO,SUDESTE,2829
AZU,1,GO,SUDESTE,49979
AZU,1,GO,NORDESTE,5799
AZU,1,GO,NORDESTE,1242
AZU,1,GO,NORDESTE,4968
AZU,1,GO,NORDESTE,16146
AZU,1,SP,SUDESTE,15402
AZU,1,SP,NORTE,9844
AZU,1,SP,NORTE,76291
AZU,1,SP,CENTRO-OESTE,57285
AZU,1,SP,SUDESTE,497
AZU,1,SP,SUDESTE,73556
AZU,1,SP,SUL,
AZU,1,SP,SUL,39490
AZU,1,SP,CENTRO-OESTE,179550
AZU,1,SP,NORTE,83607
AZU,1,SP,SUL,30420
AZU,1,SP,SUL,515
AZU,1,SP,SUL,515
AZU,1,SP,SUL,58195
AZU,1,SP,NORDESTE,11735
AZU,1,SP,NORDESTE,265211
AZU,1,SP,SUDESTE,337
AZU,1,SP,SUDESTE,337
AZU,1,SP,CENTRO-OESTE,56630
AZU,1,SP,SUDESTE,0
AZU,1,SP,NORDESTE,39552
AZU,1,SP,NORDESTE,9504
AZU,1,SP,NORDESTE,61776
AZU,1,SP,NORDESTE,47040
AZU,1,SP,SUDESTE,249
AZU,1,SP,SUDESTE,83
AZU,1,SP,NORDESTE,15360
AZU,1,SP,SUL,26019
AZU,1,SP,SUL,866
AZU,1,SP,SUL,3464
AZU,1,SP,SUL,133364
AZU,1,SP,NORDESTE,1096
AZU,1,SP,NORDESTE,58088
AZU,1,SP,NORDESTE,4384
AZU,1,SP,NORDESTE,8404
AZU,1,SP,NORDESTE,357170
AZU,1,SP,SUDESTE,686
AZU,1,SP,SUDESTE,21952
AZU,1,SP,SUDESTE,22831
AZU,1,SP,NORDESTE,9184
AZU,1,SP,SUDESTE,84
AZU,1,SP,NORDESTE,181500
AZU,1,SP,NORDESTE,1113
AZU,1,SP,SUDESTE,41553
AZU,1,PR,SUDESTE,1036
AZU,1,PR,SUDESTE,518
AZU,1,MG,SUDESTE,5824
AZU,1,PA,NORTE,20592
AZU,1,BA,SUDESTE,24717
AZU,1,BA,SUDESTE,22470
AZU,1,BA,SUDESTE,39552
AZU,1,BA,SUDESTE,28681
AZU,1,BA,SUDESTE,30969
AZU,1,BA,SUDESTE,1161
AZU,1,BA,NORDESTE,225
AZU,1,BA,NORDESTE,12150
AZU,1,MG,SUDESTE,16224
AZU,1,MA,NORDESTE,1414
AZU,1,MA,NORDESTE,
AZU,1,MA,NORDESTE,11155
AZU,1,MA,NORDESTE,516
AZU,1,SC,SUDESTE,659
AZU,1,SC,SUDESTE,1977
AZU,1,SC,SUDESTE,14498
AZU,1,CE,SUDESTE,28500
AZU,1,CE,SUDESTE,24700
AZU,1,CE,NORDESTE,225
AZU,1,CE,SUDESTE,68904
AZU,1,CE,SUDESTE,9404
AZU,1,RO,CENTRO-OESTE,22059
AZU,1,RO,SUDESTE,4126
AZU,1,PB,NORDESTE,486
AZU,1,PB,SUDESTE,35595
AZU,1,PB,SUDESTE,6780
AZU,1,PB,SUDESTE,67983
AZU,1,PB,NORDESTE,12971
AZU,1,PB,SUDESTE,1567
AZU,1,CE,NORDESTE,1564
AZU,1,CE,SUDESTE,47040
AZU,1,CE,SUDESTE,33099
AZU,1,CE,SUDESTE,5841
AZU,1,CE,NORDESTE,1960
AZU,1,CE,NORDESTE,27930
AZU,1,SC,SUDESTE,395
AZU,1,SC,SUDESTE,31995
AZU,1,PB,NORDESTE,3432
AZU,1,PB,NORDESTE,7007
AZU,1,SP,,2002450
AZU,1,SP,,2005440
AZU,1,SP,,8171
AZU,1,SP,,130736
AZU,1,SP,,467752
AZU,1,SP,,416037
AZU,1,SP,,47724
AZU,1,SP,SUDESTE,220
AZU,1,SP,SUDESTE,12760
AZU,1,SP,SUDESTE,2704
AZU,1,SP,NORDESTE,46197
AZU,1,SP,SUDESTE,32157
AZU,1,SP,NORTE,4818
AZU,1,SP,NORTE,74679
AZU,1,SP,SUDESTE,962
AZU,1,SP,CENTRO-OESTE,798
AZU,1,SP,CENTRO-OESTE,110922
AZU,1,SP,NORTE,
AZU,1,SP,SUL,36936
AZU,1,SP,SUDESTE,4662
AZU,1,SP,SUDESTE,2994
AZU,1,SP,SUDESTE,2994
AZU,1,SP,SUDESTE,124251
AZU,1,SP,CENTRO-OESTE,64584
AZU,1,SP,SUL,36771
AZU,1,SP,CENTRO-OESTE,5463
AZU,1,SP,CENTRO-OESTE,24780
AZU,1,SP,SUL,349
AZU,1,SP,SUL,349
AZU,1,SP,SUL,76082
AZU,1,SP,SUL,20748
AZU,1,SP,CENTRO-OESTE,2494
AZU,1,SP,CENTRO-OESTE,2494
AZU,1,SP,CENTRO-OESTE,152134
AZU,1,SP,CENTRO-OESTE,
AZU,1,SP,SUDESTE,32777
AZU,1,SP,CENTRO-OESTE,805
AZU,1,SP,CENTRO-OESTE,1610
AZU,1,SP,CENTRO-OESTE,25760
AZU,1,SP,NORTE,7860
AZU,1,SP,NORTE,188640
AZU,1,SP,SUL,1598
AZU,1,SP,SUL,28764
AZU,1,SP,SUL,538
AZU,1,SP,SUL,58104
AZU,1,SP,NORDESTE,23300
AZU,1,SP,NORDESTE,137470
AZU,1,SP,SUDESTE,1592
AZU,1,SP,SUDESTE,398
AZU,1,SP,SUDESTE,40596
AZU,1,SP,CENTRO-OESTE,742
AZU,1,SP,CENTRO-OESTE,1484
AZU,1,SP,CENTRO-OESTE,77910
AZU,1,SP,SUDESTE,498
AZU,1,SP,SUDESTE,83
AZU,1,SP,SUDESTE,249
AZU,1,SP,SUL,1036
AZU,1,SP,SUL,518
AZU,1,SP,NORDESTE,28681
AZU,1,SP,SUL,2636
AZU,1,SP,SUL,13839
AZU,1,SP,NORDESTE,9404
AZU,1,SP,NORDESTE,67983
AZU,1,SP,NORDESTE,33099
AZU,1,SP,NORDESTE,5841
AZU,1,SP,SUL,395
AZU,1,SP,SUL,31995
AZU,1,SP,SUL,411
AZU,1,SP,SUL,35346
AZU,1,SP,SUL,46593
AZU,1,SP,SUDESTE,2709
AZU,1,SP,NORDESTE,30816
AZU,1,SP,NORDESTE,73188
AZU,1,SP,SUL,457
AZU,1,SP,SUL,41130
AZU,1,SP,SUL,3496
AZU,1,SP,SUL,1748
AZU,1,SP,SUL,159942
AZU,1,SP,NORDESTE,2311
AZU,1,SP,NORDESTE,6933
AZU,1,SP,SUL,42955
AZU,1,SP,SUL,6240
AZU,1,SP,NORTE,
AZU,1,SP,NORDESTE,11690
AZU,1,SP,NORDESTE,3340
AZU,1,SP,NORDESTE,1115
AZU,1,SP,NORDESTE,26760
AZU,1,SP,NORDESTE,10035
AZU,1,SP,NORTE,
AZU,1,SP,CENTRO-OESTE,25608
AZU,1,SP,NORDESTE,2106
AZU,1,SP,NORDESTE,56862
AZU,1,SP,NORDESTE,301158
AZU,1,SP,SUDESTE,2035
AZU,1,SP,SUDESTE,814
AZU,1,SP,SUDESTE,98087
AZU,1,SP,SUDESTE,26160
AZU,1,SP,NORDESTE,89505
AZU,1,SP,NORDESTE,16044
AZU,1,SP,NORTE,
AZU,1,SP,SUDESTE,504
AZU,1,SP,SUDESTE,33462
AZU,1,SP,NORDESTE,21870
AZU,1,SP,NORDESTE,196830
AZU,1,SP,NORDESTE,32768
AZU,1,SP,NORDESTE,61440
AZU,1,SP,CENTRO-OESTE,7980
AZU,1,SP,SUDESTE,472
AZU,1,SP,SUDESTE,35872
AZU,1,SP,NORDESTE,26712
AZU,1,SP,SUDESTE,1540
AZU,1,SP,SUDESTE,64680
AZU,1,SP,SUDESTE,19360
AZU,1,SP,,59199
AZU,1,SP,CENTRO-OESTE,15378
AZU,1,SP,CENTRO-OESTE,39676
AZU,1,BA,NORDESTE,
AZU,1,BA,NORDESTE,
AZU,1,BA,NORDESTE,1296
AZU,1,BA,NORDESTE,2592
AZU,1,SC,SUL,6552
AZU,1,PR,SUL,33075
AZU,1,PR,CENTRO-OESTE,2002
AZU,1,PR,CENTRO-OESTE,27027
AZU,1,PR,CENTRO-OESTE,408
AZU,1,PR,SUDESTE,411
AZU,1,PR,SUDESTE,34113
AZU,1,PR,SUDESTE,423
AZU,1,PA,NORTE,22450
AZU,1,PA,NORDESTE,1599
AZU,1,RJ,SUDESTE,1700
AZU,1,RJ,SUDESTE,
AZU,1,PR,SUDESTE,925
AZU,1,PR,SUL,367
AZU,1,PR,SUL,31195
AZU,1,PR,SUDESTE,501
AZU,1,PR,SUDESTE,45090
AZU,1,MG,SUDESTE,325
AZU,1,MG,SUDESTE,33800
AZU,1,MG,NORDESTE,7590
AZU,1,MG,SUDESTE,645
AZU,1,SP,SUDESTE,3827
AZU,1,SP,SUDESTE,301
AZU,1,SP,SUDESTE,2709
AZU,1,AL,CENTRO-OESTE,5972
AZU,1,AL,SUDESTE,38529
AZU,1,AL,SUDESTE,17124
AZU,1,AL,NORDESTE,707
AZU,1,AL,CENTRO-OESTE,1655
AZU,1,AL,CENTRO-OESTE,6620
AZU,1,AL,SUDESTE,15360
AZU,1,AL,SUDESTE,28890
AZU,1,AL,SUDESTE,71262
AZU,1,AL,NORDESTE,181
AZU,1,AL,NORDESTE,3982
AZU,1,AL,NORDESTE,21720
AZU,1,AL,SUDESTE,14568
AZU,1,AL,NORDESTE,468
AZU,1,AL,NORDESTE,11700
AZU,1,AL,SUDESTE,6788
AZU,1,AP,NORTE,25004
AZU,1,AP,SUDESTE,
AZU,1,AP,SUDESTE,2599
AZU,1,AP,SUDESTE,
AZU,1,AP,NORDESTE,6021
AZU,1,RN,NORDESTE,7614
AZU,1,RN,NORDESTE,765
AZU,1,SC,SUL,7787
AZU,1,SC,SUDESTE,26019
AZU,1,SC,SUDESTE,457
AZU,1,SC,SUDESTE,457
AZU,1,SC,SUDESTE,43872
AZU,1,SC,SUL,7650
AZU,1,SC,SUL,23375
AZU,1,SC,SUDESTE,14160
AZU,1,RS,SUL,348
AZU,1,RS,SUL,696
AZU,1,RS,SUL,5916
AZU,1,RS,SUL,601
AZU,1,RS,SUDESTE,1362
AZU,1,RS,SUDESTE,77634
AZU,1,RS,CENTRO-OESTE,
AZU,1,RS,SUL,350
AZU,1,RS,SUL,534
AZU,1,RS,SUL,67818
AZU,1,RS,CENTRO-OESTE,
AZU,1,RS,SUL,15849
AZU,1,RS,SUL,726
AZU,1,RS,SUL,39204
AZU,1,RS,SUDESTE,2244
AZU,1,RS,SUDESTE,866
AZU,1,RS,SUDESTE,866
AZU,1,RS,SUDESTE,132498
AZU,1,RS,SUDESTE,874
AZU,1,RS,SUDESTE,3496
AZU,1,RS,SUDESTE,159068
AZU,1,RS,SUL,8075
AZU,1,RS,SUL,24650
AZU,1,RS,SUL,348
AZU,1,RS,SUL,696
AZU,1,RS,SUL,5916
AZU,1,RS,SUL,0
AZU,1,RS,SUL,5746
AZU,1,RS,NORDESTE,
AZU,1,RS,SUDESTE,85120
AZU,1,RS,SUDESTE,1042
AZU,1,RS,SUDESTE,918
AZU,1,RS,SUL,5880
AZU,1,RS,SUDESTE,838
AZU,1,RS,SUL,566
AZU,1,RS,SUL,8490
AZU,1,RS,,32901
AZU,1,RS,,3478
AZU,1,RS,,20764
AZU,1,RS,,109161
AZU,1,PI,SUDESTE,2311
AZU,1,PI,SUDESTE,
AZU,1,PI,NORDESTE,270
AZU,1,PI,NORDESTE,810
AZU,1,RS,SUL,4888
AZU,1,RS,SUDESTE,42174
AZU,1,RS,SUDESTE,914
AZU,1,PR,SUDESTE,6240
AZU,1,TO,CENTRO-OESTE,42660
AZU,1,TO,SUDESTE,
AZU,1,TO,NORDESTE,19422
AZU,1,TO,NORDESTE,5976
AZU,1,TO,SUDESTE,
AZU,1,RS,SUL,5525
AZU,1,PE,SUDESTE,11690
AZU,1,PE,SUDESTE,3340
AZU,1,PE,NORDESTE,16510
AZU,1,PE,NORDESTE,36195
AZU,1,PE,NORDESTE,
AZU,1,PR,SUL,9000
AZU,1,BA,SUDESTE,4904
AZU,1,BA,CENTRO-OESTE,947
AZU,1,BA,SUDESTE,37620
AZU,1,BA,SUDESTE,47652
AZU,1,BA,CENTRO-OESTE,5112
AZU,1,BA,SUL,2910
AZU,1,BA,SUL,5820
AZU,1,BA,CENTRO-OESTE,14584
AZU,1,BA,SUDESTE,11544
AZU,1,BA,SUL,6336
AZU,1,BA,NORDESTE,
AZU,1,BA,CENTRO-OESTE,2162
AZU,1,BA,CENTRO-OESTE,8648
AZU,1,BA,SUDESTE,59184
AZU,1,BA,SUDESTE,4384
AZU,1,BA,SUDESTE,26760
AZU,1,BA,SUDESTE,10035
AZU,1,BA,SUDESTE,7590
AZU,1,BA,NORDESTE,
AZU,1,BA,SUDESTE,25947
AZU,1,BA,SUDESTE,9486
AZU,1,BA,SUDESTE,4496
AZU,1,BA,SUDESTE,4496
AZU,1,BA,SUDESTE,9536
AZU,1,BA,NORDESTE,401
AZU,1,BA,NORDESTE,401
AZU,1,BA,NORDESTE,22055
AZU,1,BA,SUDESTE,12072
AZU,1,BA,NORDESTE,260
AZU,1,BA,SUDESTE,5772
AZU,1,RO,SUDESTE,76384
AZU,1,RO,CENTRO-OESTE,2290
AZU,1,RO,CENTRO-OESTE,35495
AZU,1,RO,NORTE,45660
AZU,1,RO,SUDESTE,
AZU,1,MT,SUDESTE,25608
AZU,1,PE,,518921
AZU,1,PE,,1021760
AZU,1,PE,,55703
AZU,1,PE,,57582
AZU,1,PE,NORDESTE,47520
AZU,1,PE,NORTE,6712
AZU,1,PE,NORTE,73832
AZU,1,PE,CENTRO-OESTE,8270
AZU,1,PE,CENTRO-OESTE,137282
AZU,1,PE,SUDESTE,77184
AZU,1,PE,SUDESTE,151152
AZU,1,PE,CENTRO-OESTE,9804
AZU,1,PE,CENTRO-OESTE,31863
AZU,1,PE,NORTE,96458
AZU,1,PE,NORTE,76599
AZU,1,PE,NORDESTE,2516
AZU,1,PE,NORDESTE,2745
AZU,1,PE,NORDESTE,48312
AZU,1,PE,NORDESTE,1881
AZU,1,PE,NORDESTE,95304
AZU,1,PE,SUDESTE,53911
AZU,1,PE,SUDESTE,156156
AZU,1,PE,CENTRO-OESTE,7268
AZU,1,PE,SUDESTE,2101
AZU,1,PE,SUDESTE,8404
AZU,1,PE,SUDESTE,355069
AZU,1,PE,NORDESTE,1414
AZU,1,PE,NORDESTE,109
AZU,1,PE,NORDESTE,12971
AZU,1,PE,NORDESTE,1470
AZU,1,PE,NORDESTE,27440
AZU,1,PE,NORDESTE,3289
AZU,1,PE,NORDESTE,7293
AZU,1,PE,SUDESTE,54756
AZU,1,PE,SUDESTE,303264
AZU,1,PE,NORDESTE,
AZU,1,PE,NORDESTE,
AZU,1,PE,NORDESTE,181
AZU,1,PE,NORDESTE,3982
AZU,1,PE,NORDESTE,21720
AZU,1,PE,NORTE,8028
AZU,1,PE,NORDESTE,9729
AZU,1,PE,SUL,
AZU,1,PE,NORTE,20916
AZU,1,PE,NORTE,5976
AZU,1,PE,NORDESTE,16510
AZU,1,PE,NORDESTE,19685
AZU,1,PE,NORDESTE,1028
AZU,1,PE,SUDESTE,7996
AZU,1,PE,NORDESTE,40851
AZU,1,PE,NORDESTE,34829
AZU,1,PE,NORDESTE,649
AZU,1,PE,NORDESTE,3894
AZU,1,PE,NORDESTE,126555
AZU,1,PE,NORDESTE,29047
AZU,1,PE,NORDESTE,32795
AZU,1,PE,NORDESTE,1965
AZU,1,PE,NORDESTE,3537
AZU,1,PE,SUDESTE,7476
AZU,1,PE,SUDESTE,44040
AZU,1,PE,NORDESTE,2032
AZU,1,RJ,CENTRO-OESTE,53824
AZU,1,RJ,SUDESTE,1125
AZU,1,RJ,SUDESTE,63000
AZU,1,RJ,CENTRO-OESTE,
AZU,1,RJ,SUL,2028
AZU,1,RJ,SUL,39884
AZU,1,RJ,CENTRO-OESTE,
AZU,1,RJ,SUL,19682
AZU,1,RJ,SUDESTE,14
AZU,1,RJ,CENTRO-OESTE,1886
AZU,1,RJ,CENTRO-OESTE,33005
AZU,1,RJ,SUDESTE,686
AZU,1,RJ,SUDESTE,21609
AZU,1,RJ,NORDESTE,30969
AZU,1,RJ,SUDESTE,407
AZU,1,RJ,SUDESTE,814
AZU,1,RJ,SUDESTE,99715
AZU,1,RJ,SUDESTE,693
AZU,1,RJ,SUL,2832
AZU,1,RJ,SUL,11328
AZU,1,RJ,SUL,85120
AZU,1,RJ,NORTE,
AZU,1,RJ,NORDESTE,25110
AZU,1,RJ,SUDESTE,1030
AZU,1,RJ,SUDESTE,150792
AZU,1,RJ,SUDESTE,418
AZU,1,SP,SUDESTE,423
AZU,1,SP,SUDESTE,21550
AZU,1,SP,SUL,509
AZU,1,SP,SUL,11707
AZU,1,SP,CENTRO-OESTE,2140
AZU,1,SP,CENTRO-OESTE,1070
AZU,1,SP,SUDESTE,11044
AZU,1,SP,SUDESTE,22542
AZU,1,SP,SUDESTE,654
AZU,1,SP,SUDESTE,218
AZU,1,SP,SUDESTE,26160
AZU,1,SP,NORDESTE,14568
AZU,1,SP,NORDESTE,8432
AZU,1,SP,NORDESTE,7996
AZU,1,SP,NORDESTE,8680
AZU,1,SP,SUDESTE,300
AZU,1,SP,SUDESTE,173
AZU,1,RN,,2851
AZU,1,RN,SUDESTE,34200
AZU,1,RN,SUDESTE,19800
AZU,1,RN,NORDESTE,3112
AZU,1,RN,CENTRO-OESTE,7732
AZU,1,RN,SUDESTE,9184
AZU,1,RN,SUDESTE,89505
AZU,1,RN,NORDESTE,267
AZU,1,RN,NORDESTE,40584
AZU,1,RN,SUDESTE,8680
AZU,1,RN,SUDESTE,6051
AZU,1,SP,SUDESTE,5984
AZU,1,SP,SUDESTE,264
AZU,1,MA,NORTE,490
AZU,1,MA,NORTE,25970
AZU,1,MA,SUDESTE,49270
AZU,1,MA,SUDESTE,2292
AZU,1,MA,SUDESTE,16044
AZU,1,MA,NORDESTE,56447
AZU,1,MA,NORDESTE,9827
AZU,1,RS,SUL,5880
AZU,1,PA,NORTE,710
AZU,1,PA,NORTE,53960
AZU,1,PA,NORTE,14725
AZU,1,PA,SUDESTE,
AZU,1,PA,NORTE,0
AZU,1,MT,CENTRO-OESTE,5712
AZU,1,SP,SUDESTE,504
AZU,1,SP,CENTRO-OESTE,873
AZU,1,SP,SUDESTE,94844
AZU,1,SP,SUDESTE,720
AZU,1,SP,SUDESTE,28
AZU,1,SP,SUL,838
AZU,1,SP,NORDESTE,4496
AZU,1,SP,NORDESTE,4496
AZU,1,SP,SUDESTE,150792
AZU,1,SP,SUDESTE,756
AZU,1,SP,CENTRO-OESTE,18240
AZU,1,SP,SUDESTE,676
AZU,1,SP,SUDESTE,33462
AZU,1,SP,NORDESTE,9536
AZU,1,SP,SUDESTE,452
AZU,1,BA,NORDESTE,6578
AZU,1,BA,SUDESTE,959
AZU,1,BA,SUDESTE,1918
AZU,1,BA,SUDESTE,132342
AZU,1,BA,NORDESTE,
